x,Pressure (p),Velocity (v)
-1.0,-1.603810890548638e-28,-1.603810890548638e-28
-0.98,-3.7802778447760985e-27,-3.7802778447760985e-27
-0.96,-8.225280651606685e-26,-8.225280651606685e-26
-0.94,-1.6520917823142836e-24,-1.6520917823142836e-24
-0.92,-3.06319086457743e-23,-3.06319086457743e-23
-0.9,-5.242885663363464e-22,-5.242885663363464e-22
-0.88,-8.283677007682918e-21,-8.283677007682918e-21
-0.86,-1.2081820198999795e-19,-1.2081820198999795e-19
-0.84,-1.6266646214532545e-18,-1.6266646214532545e-18
-0.8200000000000001,-2.0217158486953177e-17,-2.0217158486953177e-17
-0.8,-2.3195228302435366e-16,-2.3195228302435366e-16
-0.78,-2.4565953687921255e-15,-2.4565953687921255e-15
-0.76,-2.4017347816209437e-14,-2.4017347816209437e-14
-0.74,-2.167568882618954e-13,-2.167568882618954e-13
-0.72,-1.8058314375132107e-12,-1.8058314375132107e-12
-0.7,-1.3887943864964021e-11,-1.3887943864964021e-11
-0.6799999999999999,-9.859505575991516e-11,-9.859505575991516e-11
-0.6599999999999999,-6.461431773106131e-10,-6.461431773106131e-10
-0.64,-3.90893843426485e-09,-3.90893843426485e-09
-0.62,-2.182957795125478e-08,-2.182957795125478e-08
-0.6,-1.1253517471925912e-07,-1.1253517471925912e-07
-0.5800000000000001,-5.355347802793061e-07,-5.355347802793061e-07
-0.56,-2.352575200009758e-06,-2.352575200009758e-06
-0.54,-9.54016287307918e-06,-9.54016287307918e-06
-0.52,-3.571284964163508e-05,-3.571284964163508e-05
-0.5,-0.0001234098040866791,-0.0001234098040866791
-0.48,-0.0003936690406550776,-0.0003936690406550776
-0.45999999999999996,-0.0011592291739045905,-0.00115922917390459
-0.43999999999999995,-0.003151111598444443,-0.0031511115984444397
-0.42000000000000004,-0.007907054051593441,-0.0079070540515934
-0.4,-0.01831563888873438,-0.018315638888733915
-0.38,-0.03916389509898947,-0.039163895098984554
-0.36,-0.0773047404433237,-0.07730474044327565
-0.33999999999999997,-0.1408584209212617,-0.1408584209208282
-0.31999999999999995,-0.2369277586839276,-0.23692775868031593
-0.29999999999999993,-0.36787944118533045,-0.36787944115755455
-0.28,-0.527292424141643,-0.527292423944453
-0.26,-0.6976763267171737,-0.6976763254248874
-0.24,-0.8521437928751495,-0.8521437850572727
-0.21999999999999997,-0.9607894609819011,-0.9607894173227453
-0.19999999999999996,-1.0000001125351747,-0.9999998874648253
-0.17999999999999994,-0.9607899746871035,-0.9607889036175429
-0.16000000000000003,-0.8521461415414119,-0.8521414363910119
-0.14,-0.6976858662339047,-0.6976667859081584
-0.12,-0.5273281368926905,-0.5272567111934072
-0.09999999999999998,-0.3680028509755292,-0.3677560313673558
-0.07999999999999996,-0.23732142772277684,-0.2365340896414667
-0.05999999999999994,-0.14201765009494954,-0.13969919174714035
-0.040000000000000036,-0.0804558520417444,-0.0741536288448555
-0.020000000000000018,-0.04707094915058062,-0.03125684104739372
0.0,-0.03663127777746843,0.0
0.020000000000000018,-0.04707094915058062,0.03125684104739372
0.040000000000000036,-0.0804558520417444,0.0741536288448555
0.06000000000000005,-0.14201765009495,0.1396991917471408
0.08000000000000007,-0.23732142772277748,0.23653408964146733
0.10000000000000009,-0.36800285097553,0.3677560313673566
0.1200000000000001,-0.5273281368926915,0.5272567111934082
0.14000000000000012,-0.6976858662339056,0.6976667859081593
0.15999999999999992,-0.8521461415414111,0.8521414363910111
0.17999999999999994,-0.9607899746871035,0.9607889036175429
0.19999999999999996,-1.0000001125351747,0.9999998874648253
0.21999999999999997,-0.9607894609819011,0.9607894173227453
0.24,-0.8521437928751495,0.8521437850572727
0.26,-0.6976763267171737,0.6976763254248874
0.28,-0.527292424141643,0.527292423944453
0.30000000000000004,-0.3678794411853296,0.3678794411575537
0.32000000000000006,-0.23692775868392696,0.2369277586803153
0.3400000000000001,-0.14085842092126125,0.14085842092082776
0.3600000000000001,-0.07730474044332342,0.07730474044327537
0.3800000000000001,-0.039163895098989314,0.0391638950989844
0.40000000000000013,-0.018315638888734283,0.018315638888733818
0.41999999999999993,-0.00790705405159347,0.007907054051593428
0.43999999999999995,-0.003151111598444443,0.0031511115984444397
0.45999999999999996,-0.0011592291739045905,0.00115922917390459
0.48,-0.0003936690406550776,0.0003936690406550776
0.5,-0.0001234098040866791,0.0001234098040866791
0.52,-3.571284964163508e-05,3.571284964163508e-05
0.54,-9.54016287307918e-06,9.54016287307918e-06
0.56,-2.352575200009758e-06,2.352575200009758e-06
0.5800000000000001,-5.355347802793061e-07,5.355347802793061e-07
0.6000000000000001,-1.1253517471925831e-07,1.1253517471925831e-07
0.6200000000000001,-2.1829577951254626e-08,2.1829577951254626e-08
0.6400000000000001,-3.908938434264823e-09,3.908938434264823e-09
0.6600000000000001,-6.461431773106016e-10,6.461431773106016e-10
0.6799999999999999,-9.859505575991516e-11,9.859505575991516e-11
0.7,-1.3887943864964021e-11,1.3887943864964021e-11
0.72,-1.8058314375132107e-12,1.8058314375132107e-12
0.74,-2.167568882618954e-13,2.167568882618954e-13
0.76,-2.4017347816209437e-14,2.4017347816209437e-14
0.78,-2.4565953687921255e-15,2.4565953687921255e-15
0.8,-2.3195228302435366e-16,2.3195228302435366e-16
0.8200000000000001,-2.0217158486953177e-17,2.0217158486953177e-17
0.8400000000000001,-1.6266646214532198e-18,1.6266646214532198e-18
0.8600000000000001,-1.2081820198999538e-19,1.2081820198999538e-19
0.8800000000000001,-8.283677007682683e-21,8.283677007682683e-21
0.9000000000000001,-5.242885663363315e-22,5.242885663363315e-22
0.9199999999999999,-3.0631908645774736e-23,3.0631908645774736e-23
0.94,-1.6520917823142836e-24,1.6520917823142836e-24
0.96,-8.225280651606685e-26,8.225280651606685e-26
0.98,-3.7802778447760985e-27,3.7802778447760985e-27
1.0,-1.603810890548638e-28,1.603810890548638e-28
