x,Pressure (p),Velocity (v)
-1.0,0.357578100521818,0.3542549859753045
-0.9975,0.35208475880677736,0.34889214611053887
-0.995,0.34657800943844247,0.34351115018414796
-0.9925,0.3410596583008413,0.3381139786458197
-0.99,0.33553142820454107,0.3327024868264071
-0.9875,0.32999506773207904,0.32727857999198673
-0.985,0.3244523101154773,0.3218441301483396
-0.9825,0.3189048617756234,0.3164009861984051
-0.98,0.3133544243243364,0.31095098042483343
-0.9775,0.30780267148428275,0.305495921174515
-0.975,0.30225127152197795,0.3000375994926752
-0.9725,0.2967018620801678,0.2945777800588199
-0.97,0.29115607513748804,0.28911821009461847
-0.9675,0.28561550951000025,0.28366060823384803
-0.965,0.2800817582524494,0.2782066756022039
-0.9625,0.27455637874840333,0.2727580825391076
-0.96,0.26904092263699864,0.26731648193388385
-0.9575,0.2635369034822693,0.2618834937906211
-0.955,0.25804582918853963,0.25646072078218146
-0.9525,0.2525691672780864,0.2510497306884449
-0.95,0.24710837974937477,0.24565207412292692
-0.9475,0.24166488602225883,0.2402692649021
-0.945,0.23624010025083073,0.23490279995672292
-0.9425,0.23083539186226207,0.22955413755999232
-0.94,0.22545212537157974,0.224224719469218
-0.9375,0.22009161849956405,0.2189159469975958
-0.935,0.214755184502682,0.2136292054021746
-0.9325,0.20944408790636873,0.20836583783383494
-0.9299999999999999,0.20415958925869993,0.20312717187908622
-0.9275,0.19890289852896223,0.19791449144040904
-0.925,0.1936752223016563,0.19272906544863525
-0.9225,0.18847771482210884,0.18757211765211543
-0.92,0.18331152765505532,0.18244485752742906
-0.9175,0.17817775831838023,0.17734844791836382
-0.915,0.1730775024248174,0.172284038161164
-0.9125,0.1680117999676696,0.16725272963783275
-0.91,0.16298168987393913,0.16225561104788067
-0.9075,0.15798815398182103,0.15729372191082933
-0.905,0.15303217395998878,0.15236808994097084
-0.9025,0.1481146729878263,0.14747969251215234
-0.9,0.14323657510233284,0.14262949619567455
-0.8975,0.13839874452680198,0.13781841612994328
-0.895,0.1336020474235485,0.13304735770603668
-0.8925,0.12884728890960656,0.12831717387688502
-0.89,0.12413527717420757,0.12362870894857413
-0.8875,0.1194667582617242,0.1189827539115977
-0.885,0.11484248248154219,0.11438009226769287
-0.8825,0.1102631369483885,0.10982145336637766
-0.88,0.10572941431699685,0.10530756030623749
-0.8775,0.10124194307060642,0.10083908126660006
-0.875,0.09680135859658368,0.09641667949700405
-0.8725,0.09240823122129163,0.09204096264173879
-0.87,0.08806313954061747,0.08771253473830659
-0.8674999999999999,0.08376659630817314,0.08343194363314119
-0.865,0.07951912397657346,0.07919973494889032
-0.8625,0.07532117844910358,0.07501639760333932
-0.86,0.07117322681961749,0.07088241973233154
-0.8574999999999999,0.06707566895496861,0.0667982322736946
-0.855,0.06302891746321422,0.06276426688585354
-0.8525,0.05903331715236912,0.05878089763519928
-0.85,0.05508922714497975,0.05484850082859003
-0.8475,0.05119693826722143,0.05096739486045409
-0.845,0.047356757235518056,0.04713790188859326
-0.8425,0.043568922048604034,0.04336028590293335
-0.84,0.03983368825024366,0.0396348162591855
-0.8375,0.03615124227593666,0.03596170391787256
-0.835,0.03252178978482768,0.03234116682667607
-0.8325,0.028945466995332243,0.02877336436290086
-0.83,0.025422431037949788,0.0252584645264034
-0.8275,0.021952769379053994,0.021796576672067053
-0.825,0.018536592083099216,0.018387820409622318
-0.8225,0.015173939350526628,0.01503225665257343
-0.8200000000000001,0.011864875697366096,0.011729958230221545
-0.8175,0.008609395624784123,0.008480939260627828
-0.815,0.005407519712805921,0.00528522748297262
-0.8125,0.0022591984198102434,0.0021427919404730894
-0.81,-0.0008355899907424112,-0.0009463830384296556
-0.8075,-0.0038769374177191,-0.003982371725115535
-0.8049999999999999,-0.006864906248926859,-0.006965231416635498
-0.8025,-0.009799629053982125,-0.009895077830898925
-0.8,-0.012681207225926952,-0.01277200796541553
-0.7975,-0.015509812415445611,-0.015596177032008234
-0.7949999999999999,-0.01828558343923963,-0.01836771974188991
-0.7925,-0.021008729369055464,-0.021086828765182912
-0.79,-0.02367942475740938,-0.023753674561937752
-0.7875,-0.026297914281780327,-0.026368485339299048
-0.785,-0.0288644063890224,-0.02893146551586438
-0.7825,-0.03137917943632099,-0.03144287705852692
-0.78,-0.03384247381442184,-0.033902956541794996
-0.7775,-0.03625459964486325,-0.036311997841115266
-0.775,-0.03861582743138882,-0.03867026778744945
-0.7725,-0.040926497258668156,-0.04097809022376913
-0.77,-0.04318690797780944,-0.043235760342687994
-0.7675,-0.04539742774742138,-0.04544363002622116
-0.765,-0.04755838186492372,-0.047602020992458687
-0.7625,-0.049670164636330484,-0.04971131136154302
-0.76,-0.051733125931263134,-0.05177184757655353
-0.7575000000000001,-0.05374768437545096,-0.05378403214592779
-0.755,-0.055714212618903136,-0.05574823434146094
-0.7525,-0.05763315179308664,-0.05766487913850146
-0.75,-0.05950489555610543,-0.05953435682706156
-0.7475,-0.06132990569526494,-0.061357113070136034
-0.745,-0.06310859506313715,-0.06313355746150319
-0.7424999999999999,-0.06484144427699569,-0.06486415457568642
-0.74,-0.06652888361884522,-0.06654933150126988
-0.7375,-0.06817141083938118,-0.06818956993044606
-0.735,-0.06976947199021695,-0.06978531270509078
-0.7324999999999999,-0.07132358021869765,-0.07133705691798137
-0.73,-0.07283419562498337,-0.07284525952794337
-0.7275,-0.07430184499744538,-0.07431043134604068
-0.725,-0.0757270008517348,-0.07573304180662262
-0.7224999999999999,-0.07711020203561282,-0.07711361378296061
-0.72,-0.07845193192862,-0.07845262754343407
-0.7175,-0.07975273983800903,-0.07975061641836013
-0.715,-0.08101311839771326,-0.08100806997139354
-0.7124999999999999,-0.08223362577474813,-0.08222553046699985
-0.71,-0.08341476239288122,-0.0834034953013724
-0.7075,-0.08455709380517391,-0.08454251413780188
-0.7050000000000001,-0.08566112680957694,-0.08564309070462757
-0.7025,-0.086727432889736,-0.08670578059904019
-0.7,-0.0877565237704978,-0.08773109250057218
-0.6975,-0.08874897546088811,-0.08871958660869458
-0.6950000000000001,-0.08970530329349942,-0.08967177522957932
-0.6925,-0.09062608647266678,-0.0905882217744027
-0.69,-0.09151184268259076,-0.09146944084670396
-0.6875,-0.09236315302301445,-0.09231599777093447
-0.685,-0.09318053628936673,-0.09312840827613748
-0.6825,-0.09396457424529708,-0.09390723843291013
-0.6799999999999999,-0.09471578562244799,-0.09465300389635338
-0.6775,-0.09543475170394783,-0.09536627027357326
-0.675,-0.09612199006822648,-0.09604755200281295
-0.6725,-0.0967780803989217,-0.09669741313234409
-0.6699999999999999,-0.09740353807636973,-0.09731636590813686
-0.6675,-0.09799894010709001,-0.09790497178671531
-0.665,-0.09856479868318355,-0.09846373978187599
-0.6625,-0.09910168717710685,-0.09899322773597567
-0.6599999999999999,-0.09961011367593374,-0.09949394049147954
-0.6575,-0.10009064699179589,-0.09996643140024468
-0.655,-0.10054379021748204,-0.10041120030272274
-0.6525,-0.10097010670093201,-0.10082879516838562
-0.6499999999999999,-0.10137009376222907,-0.10121970998609717
-0.6475,-0.10174430849638343,-0.10158448650469434
-0.645,-0.10209324170895405,-0.10192361213791977
-0.6425000000000001,-0.10241744348466941,-0.10223762172320168
-0.64,-0.10271739737913743,-0.1025269953905339
-0.6375,-0.10299364576597823,-0.10279226033827005
-0.635,-0.10324666435990192,-0.10303388874936617
-0.6325000000000001,-0.10347698719660683,-0.10325239954456006
-0.63,-0.10368508156891408,-0.10344825643271019
-0.6275,-0.10387147255686553,-0.10362196949566906
-0.625,-0.10403661848632496,-0.10377399340050683
-0.6225,-0.10418103497809104,-0.10390482883561714
-0.62,-0.10430517094339713,-0.10401492093813548
-0.6174999999999999,-0.10440953207487012,-0.10410476056927721
-0.615,-0.1044945574287669,-0.10417478295580797
-0.6125,-0.10456074229869101,-0.10422546867547913
-0.61,-0.1046085155406382,-0.10425724263398259
-0.6074999999999999,-0.10463836170108685,-0.10427057474090284
-0.605,-0.10465069911318313,-0.10426587927365319
-0.6025,-0.10464600124422362,-0.10424361520022589
-0.6,-0.10462467559980416,-0.10420418588609633
-0.5974999999999999,-0.10458718427187616,-0.10414803902696262
-0.595,-0.1045339237457405,-0.10407556681804234
-0.5925,-0.10446534450200873,-0.10398720546209994
-0.59,-0.10438183181473648,-0.10388333584787048
-0.5874999999999999,-0.1042838243401657,-0.10376438250264068
-0.585,-0.10417169597714582,-0.10363071480574895
-0.5825,-0.10404587342177168,-0.10348274542978302
-0.5800000000000001,-0.10390671910126704,-0.10332083213379895
-0.5775,-0.10375464761766522,-0.10314537566154917
-0.575,-0.10359000986377084,-0.10295672212459492
-0.5725,-0.10341320825318215,-0.10275526021385556
-0.5700000000000001,-0.10322458211006162,-0.10254132429834889
-0.5675,-0.10302452161809313,-0.1023152909820273
