x,Pressure (p),Velocity (v)
-1.0,0.0016615572731739324,-0.0016615572731739324
-0.9966666666666667,0.001575087512990838,-0.001575087512990838
-0.9933333333333333,0.0014927859927651675,-0.0014927859927651675
-0.99,0.001414470532343388,-0.001414470532343388
-0.9866666666666667,0.0013399659026708196,-0.0013399659026708196
-0.9833333333333333,0.001269103612756821,-0.001269103612756821
-0.98,0.0012017217005510369,-0.0012017217005510369
-0.9766666666666667,0.0011376645277960701,-0.0011376645277960701
-0.9733333333333334,0.001076782578912495,-0.001076782578912495
-0.97,0.0010189322639630486,-0.0010189322639630486
-0.9666666666666667,0.0009639757257341771,-0.0009639757257341771
-0.9633333333333334,0.000911780650964814,-0.000911780650964814
-0.96,0.0008622200857444526,-0.0008622200857444526
-0.9566666666666667,0.0008151722550950287,-0.0008151722550950287
-0.9533333333333334,0.00077052038674402,-0.00077052038674402
-0.95,0.0007281525390894597,-0.0007281525390894597
-0.9466666666666667,0.000687961433351158,-0.000687961433351158
-0.9433333333333334,0.0006498442898963969,-0.0006498442898963969
-0.94,0.0006137026687227341,-0.0006137026687227341
-0.9366666666666666,0.0005794423140751859,-0.0005794423140751859
-0.9333333333333333,0.0005469730031700838,-0.0005469730031700838
-0.9299999999999999,0.0005162083989932201,-0.0005162083989932201
-0.9266666666666666,0.00048706590713556937,-0.00048706590713556937
-0.9233333333333333,0.0004594665366257732,-0.0004594665366257732
-0.92,0.0004333347647148916,-0.0004333347647148916
-0.9166666666666666,0.0004085984055654059,-0.0004085984055654059
-0.9133333333333333,0.0003851884827933064,-0.0003851884827933064
-0.91,0.00036303910580916395,-0.00036303910580916395
-0.9066666666666666,0.00034208734990145,-0.00034208734990145
-0.9033333333333333,0.00032227314000293783,-0.00032227314000293783
-0.9,0.0003035391380788668,-0.0003035391380788668
-0.8966666666666666,0.000285830634073615,-0.000285830634073615
-0.8933333333333333,0.00026909544035090343,-0.00026909544035090343
-0.89,0.00025328378956104977,-0.00025328378956104977
-0.8866666666666667,0.00023834823586750377,-0.00023834823586750377
-0.8833333333333333,0.00022424355946376105,-0.00022424355946376105
-0.88,0.0002109266743108569,-0.0002109266743108569
-0.8766666666666667,0.000198356539024859,-0.000198356539024859
-0.8733333333333333,0.00018649407084322375,-0.00018649407084322375
-0.87,0.00017530206259843518,-0.00017530206259843518
-0.8666666666666667,0.00016474510262706396,-0.00016474510262706396
-0.8633333333333333,0.00015478949754226597,-0.00015478949754226597
-0.86,0.00014540319779771414,-0.00014540319779771414
-0.8566666666666667,0.00013655572597107984,-0.00013655572597107984
-0.8533333333333333,0.00012821810769542678,-0.00012821810769542678
-0.85,0.00012036280516721316,-0.00012036280516721316
-0.8466666666666667,0.00011296365316004327,-0.00011296365316004327
-0.8433333333333333,0.00010599579747386585,-0.00010599579747386585
-0.84,9.943563574992762e-05,-9.943563574992762e-05
-0.8366666666666667,9.326076058251232e-05,-9.326076058251232e-05
-0.8333333333333333,8.744990485928057e-05,-8.744990485928057e-05
-0.83,8.198288926287764e-05,-8.198288926287764e-05
-0.8266666666666667,7.6840571867395e-05,-7.6840571867395e-05
-0.8233333333333334,7.200479976424892e-05,-7.200479976424892e-05
-0.82,6.745836265306432e-05,-6.745836265306432e-05
-0.8166666666666667,6.318494833422691e-05,-6.318494833422691e-05
-0.8133333333333334,5.916910004088115e-05,-5.916910004088115e-05
-0.81,5.539617554930499e-05,-5.539617554930499e-05
-0.8066666666666666,5.185230800777679e-05,-5.185230800777679e-05
-0.8033333333333333,4.852436842526246e-05,-4.852436842526246e-05
-0.8,4.5399929762484854e-05,-4.5399929762484854e-05
-0.7966666666666666,4.246723256919962e-05,-4.246723256919962e-05
-0.7933333333333333,3.9715152112768347e-05,-3.9715152112768347e-05
-0.79,3.7133166944408464e-05,-3.7133166944408464e-05
-0.7866666666666666,3.471132885079374e-05,-3.471132885079374e-05
-0.7833333333333333,3.2440234139982035e-05,-3.2440234139982035e-05
-0.78,3.0310996211945293e-05,-3.0310996211945293e-05
-0.7766666666666666,2.8315219365292264e-05,-2.8315219365292264e-05
-0.7733333333333333,2.644497379306782e-05,-2.644497379306782e-05
-0.77,2.4692771721817828e-05,-2.4692771721817828e-05
-0.7666666666666666,2.3051544649398932e-05,-2.3051544649398932e-05
-0.7633333333333333,2.1514621638298005e-05,-2.1514621638298005e-05
-0.76,2.007570862249527e-05,-2.007570862249527e-05
-0.7566666666666666,1.8728868687173183e-05,-1.8728868687173183e-05
-0.7533333333333333,1.7468503281812966e-05,-1.7468503281812966e-05
-0.75,1.628933432845802e-05,-1.628933432845802e-05
-0.7466666666666666,1.5186387188135213e-05,-1.5186387188135213e-05
-0.7433333333333333,1.415497444962479e-05,-1.415497444962479e-05
-0.74,1.3190680505944232e-05,-1.3190680505944232e-05
-0.7366666666666666,1.2289346885073609e-05,-1.2289346885073609e-05
-0.7333333333333334,1.1447058302583038e-05,-1.1447058302583038e-05
-0.73,1.0660129404940734e-05,-1.0660129404940734e-05
-0.7266666666666666,9.92509217337276e-06,-9.92509217337276e-06
-0.7233333333333334,9.238683959213895e-06,-9.238683959213895e-06
-0.72,8.597836122737572e-06,-8.597836122737572e-06
-0.7166666666666667,7.999663248474404e-06,-7.999663248474404e-06
-0.7133333333333334,7.441452911027218e-06,-7.441452911027218e-06
-0.71,6.920655966364583e-06,-6.920655966364583e-06
-0.7066666666666667,6.434877344524625e-06,-6.434877344524625e-06
-0.7033333333333334,5.981867320584247e-06,-5.981867320584247e-06
-0.7,5.559513241650137e-06,-5.559513241650137e-06
-0.6966666666666667,5.165831688501262e-06,-5.165831688501262e-06
-0.6933333333333334,4.798961051363944e-06,-4.798961051363944e-06
-0.69,4.45715450012513e-06,-4.45715450012513e-06
-0.6866666666666666,4.138773330091258e-06,-4.138773330091258e-06
-0.6833333333333333,3.842280665175511e-06,-3.842280665175511e-06
-0.6799999999999999,3.566235501150165e-06,-3.566235501150165e-06
-0.6766666666666666,3.309287072328148e-06,-3.309287072328148e-06
-0.6733333333333333,3.0701695257437285e-06,-3.0701695257437285e-06
-0.6699999999999999,2.847696887583873e-06,-2.847696887583873e-06
-0.6666666666666666,2.6407583072809784e-06,-2.6407583072809784e-06
-0.6633333333333333,2.448313565313786e-06,-2.448313565313786e-06
-0.6599999999999999,2.269388831378539e-06,-2.269388831378539e-06
-0.6566666666666666,2.1030726601840532e-06,-2.1030726601840532e-06
-0.6533333333333333,1.9485122126969352e-06,-1.9485122126969352e-06
-0.6499999999999999,1.804909691213134e-06,-1.804909691213134e-06
-0.6466666666666667,1.671518977162854e-06,-1.671518977162854e-06
-0.6433333333333333,1.5476424610657884e-06,-1.5476424610657884e-06
-0.6399999999999999,1.4326280545453454e-06,-1.4326280545453454e-06
-0.6366666666666667,1.3258663747820387e-06,-1.3258663747820387e-06
-0.6333333333333333,1.2267880922403848e-06,-1.2267880922403848e-06
-0.6299999999999999,1.1348614329392808e-06,-1.1348614329392808e-06
-0.6266666666666667,1.0495898269539912e-06,-1.0495898269539912e-06
-0.6233333333333333,9.705096952394884e-07,-9.705096952394884e-07
-0.62,8.971883672496919e-07,-8.971883672496919e-07
-0.6166666666666667,8.292221221960262e-07,-8.292221221960262e-07
-0.6133333333333333,7.662343471422088e-07,-7.662343471422088e-07
-0.61,7.078738054707543e-07,-7.078738054707543e-07
-0.6066666666666667,6.538130095803453e-07,-6.538130095803453e-07
-0.6033333333333333,6.037466919834294e-07,-6.037466919834294e-07
-0.6,5.573903692694577e-07,-5.573903692694577e-07
-0.5966666666666667,5.144789936825766e-07,-5.144789936825766e-07
-0.5933333333333333,4.747656873330186e-07,-4.747656873330186e-07
-0.59,4.3802055431991354e-07,-4.3802055431991354e-07
-0.5866666666666667,4.040295662896585e-07,-4.040295662896585e-07
-0.5833333333333333,3.725935171894237e-07,-3.725935171894237e-07
-0.58,3.4352704319953293e-07,-3.4352704319953293e-07
-0.5766666666666667,3.1665770404240857e-07,-3.1665770404240857e-07
-0.5733333333333333,2.918251220694226e-07,-2.918251220694226e-07
-0.57,2.6888017572108636e-07,-2.6888017572108636e-07
-0.5666666666666667,2.476842441406399e-07,-2.476842441406399e-07
-0.5633333333333332,2.2810849989693637e-07,-2.2810849989693637e-07
-0.56,2.1003324693960743e-07,-2.1003324693960743e-07
-0.5566666666666666,1.9334730106848563e-07,-1.9334730106848563e-07
-0.5533333333333332,1.7794741035029524e-07,-1.7794741035029524e-07
-0.55,1.6373771305908126e-07,-1.6373771305908126e-07
-0.5466666666666666,1.506292308531359e-07,-1.506292308531359e-07
-0.5433333333333332,1.3853939503050642e-07,-1.3853939503050642e-07
-0.54,1.273916038278663e-07,-1.273916038278663e-07
-0.5366666666666666,1.1711480884393166e-07,-1.1711480884393166e-07
-0.5333333333333333,1.0764312877895242e-07,-1.0764312877895242e-07
-0.53,9.891548878635247e-08,-9.891548878635247e-08
-0.5266666666666666,9.087528383168926e-08,-9.087528383168926e-08
-0.5233333333333333,8.347006454787565e-08,-8.347006454787565e-08
-0.52,7.665124416442863e-08,-7.665124416442863e-08
-0.5166666666666666,7.03738251725199e-08,-7.03738251725199e-08
-0.5133333333333333,6.459614446707953e-08,-6.459614446707953e-08
-0.51,5.927963578234339e-08,-5.927963578234338e-08
-0.5066666666666666,5.438860830826438e-08,-5.4388608308264366e-08
-0.5033333333333333,4.989004044229798e-08,-4.9890040442297965e-08
-0.5,4.575338769445797e-08,-4.575338769445794e-08
-0.4966666666666666,4.195040382335829e-08,-4.1950403823358265e-08
-0.4933333333333333,3.845497433743425e-08,-3.8454974337434223e-08
-0.49,3.5242961548792366e-08,-3.5242961548792326e-08
-0.4866666666666666,3.229206041739374e-08,-3.22920604173937e-08
-0.4833333333333333,2.9581664470615402e-08,-2.9581664470615355e-08
-0.48,2.7092741127882973e-08,-2.709274112788292e-08
-0.4766666666666667,2.480771580210169e-08,-2.480771580210163e-08
-0.4733333333333333,2.2710364189212135e-08,-2.2710364189212062e-08
-0.47,2.0785712194467402e-08,-2.0785712194467316e-08
-0.4666666666666667,1.901994297910293e-08,-1.901994297910283e-08
-0.46333333333333326,1.74003106440707e-08,-1.7400310644070588e-08
-0.45999999999999996,1.591506009853312e-08,-1.5915060098532987e-08
-0.45666666666666667,1.4553352689982265e-08,-1.4553352689982113e-08
-0.45333333333333325,1.330519720026366e-08,-1.3305197200263481e-08
-0.44999999999999996,1.2161385837529915e-08,-1.216138583752971e-08
-0.44666666666666666,1.111343487833286e-08,-1.1113434878332622e-08
-0.44333333333333325,1.0153529636762767e-08,-1.0153529636762489e-08
-0.43999999999999995,9.274473458847322e-09,-9.274473458846998e-09
-0.43666666666666665,8.469640460405951e-09,-8.469640460405574e-09
-0.43333333333333335,7.732931745299685e-09,-7.732931745299248e-09
-0.42999999999999994,7.058734858584805e-09,-7.058734858584299e-09
-0.42666666666666664,6.4418862455464886e-09,-6.441886245545901e-09
-0.42333333333333334,5.877636503015312e-09,-5.877636503014632e-09
-0.41999999999999993,5.3616182238175674e-09,-5.361618223816778e-09
-0.41666666666666663,4.889816248737218e-09,-4.889816248736303e-09
-0.41333333333333333,4.458540153027366e-09,-4.458540153026306e-09
-0.4099999999999999,4.064398806354874e-09,-4.064398806353645e-09
