x,Pressure (p),Velocity (v)
-1.0,0.0016615572731739324,-0.0016615572731739324
-0.995,0.001533427274582221,-0.001533427274582221
-0.99,0.001414470532343388,-0.001414470532343388
-0.985,0.0013040897384705508,-0.0013040897384705508
-0.98,0.0012017217005510369,-0.0012017217005510369
-0.975,0.0011068357613427248,-0.0011068357613427248
-0.97,0.0010189322639630486,-0.0010189322639630486
-0.965,0.0009375410635115125,-0.0009375410635115125
-0.96,0.0008622200857444526,-0.0008622200857444526
-0.955,0.0007925539332137902,-0.0007925539332137902
-0.95,0.0007281525390894597,-0.0007281525390894597
-0.945,0.0006686498687075549,-0.0006686498687075549
-0.94,0.0006137026687227341,-0.0006137026687227341
-0.935,0.0005629892635936138,-0.0005629892635936138
-0.9299999999999999,0.0005162083989932201,-0.0005162083989932201
-0.925,0.0004730781316127184,-0.0004730781316127184
-0.92,0.0004333347647148916,-0.0004333347647148916
-0.915,0.0003967318286939287,-0.0003967318286939287
-0.91,0.00036303910580916395,-0.00036303910580916395
-0.905,0.0003320416981822278,-0.0003320416981822278
-0.9,0.0003035391380788668,-0.0003035391380788668
-0.895,0.00027734453943802724,-0.00027734453943802724
-0.89,0.00025328378956104977,-0.00025328378956104977
-0.885,0.00023119477983252377,-0.00023119477983252377
-0.88,0.0002109266743108569,-0.0002109266743108569
-0.875,0.0001923392150005012,-0.0001923392150005012
-0.87,0.00017530206259843518,-0.00017530206259843518
-0.865,0.000159694171494469,-0.000159694171494469
-0.86,0.00014540319779771414,-0.00014540319779771414
-0.855,0.00013232493915965485,-0.00013232493915965485
-0.85,0.00012036280516721316,-0.00012036280516721316
-0.845,0.00010942731708657634,-0.00010942731708657634
-0.84,9.943563574992762e-05,-9.943563574992762e-05
-0.835,9.031111639216867e-05,-9.031111639216867e-05
-0.83,8.198288926287764e-05,-8.198288926287764e-05
-0.825,7.43854648597291e-05,-7.43854648597291e-05
-0.8200000000000001,6.745836265306444e-05,-6.745836265306444e-05
-0.815,6.114576219692165e-05,-6.114576219692165e-05
-0.81,5.539617554930499e-05,-5.539617554930499e-05
-0.8049999999999999,5.016213995348934e-05,-5.016213995348934e-05
-0.8,4.5399929762484854e-05,-4.5399929762484854e-05
-0.7949999999999999,4.106928662012348e-05,-4.106928662012348e-05
-0.79,3.7133166944408464e-05,-3.7133166944408464e-05
-0.785,3.355750579150886e-05,-3.355750579150886e-05
-0.78,3.0310996211945293e-05,-3.0310996211945293e-05
-0.775,2.73648832438752e-05,-2.73648832438752e-05
-0.77,2.4692771721817828e-05,-2.4692771721817828e-05
-0.765,2.2270447112485797e-05,-2.2270447112485797e-05
-0.76,2.007570862249527e-05,-2.007570862249527e-05
-0.755,1.808821385548214e-05,-1.808821385548214e-05
-0.75,1.628933432845802e-05,-1.628933432845802e-05
-0.745,1.4662021188993392e-05,-1.4662021188993392e-05
-0.74,1.3190680505944232e-05,-1.3190680505944232e-05
-0.735,1.1861057536867718e-05,-1.1861057536867718e-05
-0.73,1.0660129404940734e-05,-1.0660129404940734e-05
-0.725,9.576005647051218e-06,-9.576005647051218e-06
-0.72,8.597836122737572e-06,-8.597836122737572e-06
-0.715,7.715725800768978e-06,-7.715725800768978e-06
-0.71,6.920655966364583e-06,-6.920655966364583e-06
-0.7050000000000001,6.204411417321425e-06,-6.204411417321425e-06
-0.7,5.559513241650137e-06,-5.559513241650137e-06
-0.6950000000000001,4.979156792693464e-06,-4.979156792693464e-06
-0.69,4.45715450012513e-06,-4.45715450012513e-06
-0.685,3.987883176699481e-06,-3.987883176699481e-06
-0.6799999999999999,3.566235501150165e-06,-3.566235501150165e-06
-0.675,3.1875753772328753e-06,-3.1875753772328753e-06
-0.6699999999999999,2.847696887583873e-06,-2.847696887583873e-06
-0.665,2.542786578842457e-06,-2.542786578842457e-06
-0.6599999999999999,2.269388831378539e-06,-2.269388831378539e-06
-0.655,2.0243740830004737e-06,-2.0243740830004737e-06
-0.6499999999999999,1.804909691213134e-06,-1.804909691213134e-06
-0.645,1.608433232980752e-06,-1.608433232980752e-06
-0.64,1.4326280545453454e-06,-1.4326280545453454e-06
-0.635,1.2754008966897217e-06,-1.2754008966897217e-06
-0.63,1.1348614329392888e-06,-1.1348614329392888e-06
-0.625,1.0093035695992323e-06,-1.0093035695992323e-06
-0.62,8.971883672496919e-07,-8.971883672496919e-07
-0.615,7.971284534008675e-07,-7.971284534008675e-07
-0.61,7.078738054707543e-07,-7.078738054707543e-07
-0.605,6.282987921179781e-07,-6.282987921179781e-07
-0.6,5.573903692694577e-07,-5.573903692694577e-07
-0.595,4.942373349544641e-07,-4.942373349544641e-07
-0.59,4.3802055431991354e-07,-4.3802055431991354e-07
-0.585,3.8800407298275514e-07,-3.8800407298275514e-07
-0.5800000000000001,3.4352704319953473e-07,-3.4352704319953473e-07
-0.575,3.039963932256129e-07,-3.039963932256129e-07
-0.5700000000000001,2.6888017572108636e-07,-2.6888017572108636e-07
-0.565,2.3770153616029183e-07,-2.3770153616029183e-07
-0.56,2.1003324693960743e-07,-2.1003324693960743e-07
-0.5549999999999999,1.8549275727514706e-07,-1.8549275727514706e-07
-0.55,1.6373771305908126e-07,-1.6373771305908126e-07
-0.5449999999999999,1.444619046199583e-07,-1.444619046199583e-07
-0.54,1.273916038278663e-07,-1.273916038278663e-07
-0.5349999999999999,1.122822552172809e-07,-1.122822552172809e-07
-0.53,9.891548878635247e-08,-9.891548878635247e-08
-0.5249999999999999,8.709642488733485e-08,-8.709642488733485e-08
-0.52,7.665124416442863e-08,-7.665124416442863e-08
-0.515,6.742499783704755e-08,-6.742499783704755e-08
-0.51,5.927963578234339e-08,-5.927963578234338e-08
-0.505,5.2092231853723116e-08,-5.20922318537231e-08
-0.5,4.575338769445797e-08,-4.575338769445794e-08
-0.495,4.016579797886006e-08,-4.0165797978860035e-08
-0.49,3.5242961548792366e-08,-3.5242961548792326e-08
-0.485,3.09080243207445e-08,-3.090802432074446e-08
-0.48,2.7092741127882973e-08,-2.709274112788292e-08
-0.475,2.373654484139758e-08,-2.3736544841397514e-08
-0.47,2.0785712194467402e-08,-2.0785712194467316e-08
-0.46499999999999997,1.8192616718129703e-08,-1.8192616718129597e-08
-0.45999999999999996,1.591506009853312e-08,-1.5915060098532987e-08
-0.45499999999999996,1.3915674086319393e-08,-1.3915674086319227e-08
-0.44999999999999996,1.2161385837529915e-08,-1.216138583752971e-08
-0.44499999999999995,1.0622940247371058e-08,-1.06229402473708e-08
-0.43999999999999995,9.274473458847322e-09,-9.274473458846998e-09
-0.43499999999999994,8.093132292762432e-09,-8.093132292762028e-09
-0.42999999999999994,7.058734858584805e-09,-7.058734858584299e-09
-0.42499999999999993,6.153468071517121e-09,-6.153468071516489e-09
-0.42000000000000004,5.3616182238175865e-09,-5.361618223816797e-09
-0.41500000000000004,4.669331141693885e-09,-4.669331141692899e-09
-0.41000000000000003,4.064398806354874e-09,-4.064398806353645e-09
-0.405,3.53606963220308e-09,-3.5360696322015474e-09
-0.4,3.0748798795875726e-09,-3.074879879585662e-09
-0.395,2.6725039366750224e-09,-2.6725039366726426e-09
-0.39,2.3216214372873343e-09,-2.3216214372843705e-09
-0.385,2.0157993912460007e-09,-2.0157993912423123e-09
-0.38,1.7493876929165114e-09,-1.7493876929119234e-09
-0.375,1.5174265441505105e-09,-1.5174265441448063e-09
-0.37,1.3155644814059248e-09,-1.3155644813988367e-09
-0.365,1.1399858350680131e-09,-1.1399858350592094e-09
-0.36,9.87346573339414e-10,-9.87346573328485e-10
-0.355,8.547175948340265e-10,-8.547175948204657e-10
-0.35,7.395346343980351e-10,-7.395346343812173e-10
-0.345,6.395540367880272e-10,-6.395540367671808e-10
-0.33999999999999997,5.528137336565398e-10,-5.528137336307126e-10
-0.33499999999999996,4.77598831736254e-10,-4.775988317042717e-10
